@RELATION RAVDESSAngryMale
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry male,calm male,disgust male,fearful male,happy male,neutral male,sad male,surprised male}

@DATA
0.060779,0.005443,2.595575,0.280618,0.256528,0.925926,0.004791,0.244101,-32.269140,1.574844,0.230864,0.134359,-0.101683,0.175039,0.112865,-0.032622,0.120754,0.054644,-0.155860,-0.009412,0.045533,0.009847,0.003935,0.049853,0.013199,0.011718,0.007896,0.097659,0.002075,0.003769,0.006299,0.014188,0.005363,0.033869,0.056583,0.007010,0.371794,0.059906,0.031483,0.600732,0.002854,0.170835,2.248638,0.688331,0.622159,0.391843,0.389069,0.239157,0.244570,0.297696,0.254536,0.218484,0.180826,0.165555,0.176541,0.011801,0.006059,0.037519,0.012222,0.009052,0.007420,0.053761,0.004120,0.003702,0.005674,0.010539,0.005964,0.015918,sad male
0.066062,0.004750,2.878169,0.245299,0.252071,0.805421,0.006235,0.161413,-32.811115,1.935116,0.151796,0.150910,-0.273714,0.193515,0.109577,0.101715,0.034159,-0.016970,-0.057382,0.002527,0.016322,0.015411,0.006719,0.071144,0.016776,0.020105,0.006989,0.055779,0.002696,0.008471,0.007716,0.014082,0.007282,0.030314,0.037380,0.006635,0.257651,0.062813,0.026650,0.572211,0.004542,0.144087,2.297827,0.600601,0.562500,0.338022,0.493942,0.228662,0.236298,0.226881,0.232273,0.215072,0.177245,0.155179,0.153784,0.019375,0.009736,0.049964,0.014758,0.017242,0.005808,0.052341,0.005059,0.010048,0.006544,0.010436,0.010400,0.015969,sad male
0.048669,0.003336,2.574876,0.318811,0.263308,1.566978,0.023427,0.428000,-34.897306,1.503163,0.354393,0.207528,-0.149852,0.244750,0.069385,0.050018,0.044845,0.020882,0.021153,-0.072326,0.036300,0.010040,0.002903,0.036727,0.005664,0.009359,0.007459,0.042029,0.001422,0.003093,0.009558,0.039760,0.005456,0.020822,0.025818,0.006046,0.462596,0.081384,0.044044,0.639017,0.042085,0.170278,2.458503,0.461143,0.380696,0.311586,0.331831,0.214398,0.235128,0.192878,0.187027,0.181488,0.181188,0.181364,0.142298,0.009888,0.002986,0.023400,0.003427,0.005630,0.006888,0.038727,0.001144,0.002702,0.009097,0.030998,0.008652,0.012501,sad male
0.048353,0.008706,2.681640,0.258089,0.260226,0.540848,0.010015,0.101684,-32.480281,2.145193,0.522329,0.279827,0.149275,0.123149,0.197339,0.104051,0.042240,0.130228,-0.028619,0.017812,0.017002,0.014049,0.002297,0.082513,0.007361,0.013219,0.005850,0.119791,0.000789,0.002112,0.005244,0.017967,0.002669,0.046433,0.053056,0.010499,0.311064,0.081185,0.031286,0.539996,0.009286,0.160239,2.490084,0.781160,0.450867,0.370687,0.294341,0.216229,0.267152,0.171753,0.209737,0.186757,0.178678,0.158774,0.172963,0.017016,0.004352,0.067606,0.008598,0.012654,0.008398,0.057937,0.000850,0.001954,0.006691,0.017444,0.004206,0.015185,sad male
0.055205,0.015063,2.784266,0.276628,0.251528,0.891591,0.008814,0.217937,-33.006612,1.816518,0.230944,0.137292,-0.180463,0.248927,0.138906,0.077520,0.062079,-0.047854,0.010440,0.021174,-0.032527,0.012508,0.004568,0.041356,0.012242,0.012122,0.006689,0.097214,0.001583,0.002627,0.005803,0.014969,0.002722,0.035120,0.052556,0.015084,0.359129,0.073338,0.031938,0.582857,0.009483,0.183647,2.985985,0.768547,0.685313,0.425727,0.426641,0.256069,0.280233,0.222428,0.230883,0.217087,0.183605,0.195657,0.171014,0.016253,0.008546,0.034144,0.011908,0.011788,0.008295,0.045850,0.002990,0.002477,0.006085,0.015130,0.002776,0.012836,sad male
0.032989,0.006744,2.651901,0.200292,0.249947,0.259583,0.013740,0.042990,-33.444138,2.040061,0.321479,0.259210,0.038577,0.220461,0.144374,0.091123,0.002993,0.077467,0.026449,0.034180,0.016567,0.003731,0.002833,0.077615,0.008056,0.015034,0.005798,0.171919,0.000728,0.004161,0.003623,0.008201,0.005064,0.059626,0.026486,0.008540,0.351939,0.062408,0.034786,0.308296,0.010364,0.071081,2.729102,0.490479,0.486432,0.304631,0.287520,0.203567,0.200183,0.250382,0.181297,0.137953,0.152716,0.103584,0.118570,0.005005,0.004950,0.068186,0.010357,0.018138,0.007920,0.078624,0.001073,0.006172,0.003356,0.007617,0.007335,0.017528,sad male
0.044607,0.003301,2.871709,0.188733,0.238388,0.347864,0.014872,0.052531,-35.122238,1.943952,0.106037,0.397609,-0.087593,0.126799,0.268665,-0.026743,0.027338,0.060007,0.095201,0.032951,0.079746,0.003969,0.001598,0.039164,0.008295,0.014329,0.005705,0.130218,0.001691,0.005223,0.006778,0.011217,0.002703,0.043068,0.040683,0.005573,0.234224,0.055066,0.031661,0.430807,0.013432,0.075891,2.484522,0.656500,0.512617,0.285099,0.387669,0.232219,0.253163,0.258507,0.191700,0.178990,0.150941,0.161416,0.163379,0.004955,0.002050,0.043429,0.010643,0.017104,0.008705,0.054098,0.002767,0.007558,0.006393,0.014314,0.005326,0.014513,sad male
0.057465,0.016129,2.590925,0.276657,0.255436,0.832072,0.006378,0.214119,-31.505054,2.039561,0.369434,0.334662,-0.102660,0.095045,0.192958,0.028481,0.145233,0.037170,-0.092802,0.048662,0.033390,0.011849,0.003398,0.083039,0.017496,0.016119,0.008118,0.099244,0.000632,0.003799,0.005371,0.014903,0.003851,0.042936,0.037064,0.016994,0.307491,0.065905,0.029426,0.643261,0.004161,0.209332,2.550983,0.857671,0.486610,0.408014,0.320262,0.238951,0.246780,0.184178,0.195020,0.176919,0.169859,0.152891,0.187693,0.015945,0.005160,0.063027,0.017147,0.014882,0.011507,0.061046,0.000856,0.004408,0.006410,0.014581,0.004485,0.017834,sad male
0.058784,0.008576,2.551503,0.277306,0.238221,1.294220,0.005070,0.286872,-33.398873,1.987773,0.316061,0.162682,-0.019056,0.006325,0.131406,0.020980,0.014485,-0.045498,-0.029766,0.027387,-0.062899,0.011592,0.004328,0.054747,0.008673,0.016084,0.013496,0.032345,0.002598,0.005588,0.010911,0.023966,0.003551,0.020487,0.048126,0.011145,0.426039,0.081654,0.044378,0.598834,0.003661,0.163249,3.558483,0.727835,0.588495,0.461712,0.365866,0.288374,0.279848,0.268105,0.245560,0.176001,0.175251,0.143168,0.182465,0.010652,0.006466,0.037568,0.007723,0.010971,0.014015,0.024635,0.004359,0.004918,0.008843,0.017461,0.003449,0.010828,sad male
0.036407,0.006514,2.717579,0.235668,0.205902,0.898544,0.030527,0.128506,-36.122266,1.532617,0.281066,0.214318,-0.124515,0.070885,0.139514,0.054851,0.067477,0.049664,-0.000762,0.094510,-0.006746,0.005163,0.002517,0.029289,0.013516,0.033407,0.003511,0.043929,0.001474,0.004302,0.013008,0.009727,0.001854,0.022120,0.033839,0.007673,0.494918,0.114480,0.067147,0.627886,0.048488,0.137160,4.101863,0.742960,0.506693,0.376924,0.366118,0.272083,0.250900,0.234049,0.230224,0.224674,0.167072,0.155454,0.150524,0.005948,0.002432,0.025828,0.013003,0.021400,0.003712,0.031471,0.001963,0.004617,0.014707,0.010099,0.001792,0.011064,sad male
0.025443,0.007845,2.777950,0.313911,0.243799,1.147453,0.039348,0.121677,-37.178476,1.353015,0.226837,0.094909,-0.116327,0.003734,0.173622,-0.000609,-0.060985,0.047267,-0.047958,0.012486,-0.002830,0.010132,0.004520,0.029815,0.010074,0.013914,0.004890,0.062470,0.001865,0.004171,0.005012,0.007777,0.003872,0.024262,0.028712,0.008161,0.416893,0.102039,0.049678,0.746642,0.072693,0.194406,3.486222,0.606984,0.472046,0.280793,0.335551,0.266679,0.256823,0.210823,0.204096,0.182735,0.142262,0.143117,0.126139,0.011848,0.007846,0.023752,0.009447,0.013068,0.004468,0.031927,0.002644,0.003539,0.004875,0.008327,0.005825,0.010455,sad male
0.050653,0.006771,3.025831,0.203535,0.225513,0.575268,0.016832,0.092140,-32.091583,1.639496,0.141678,-0.041128,-0.276779,0.188673,0.108522,0.096250,0.038988,-0.037460,-0.089778,0.007683,0.036892,0.006155,0.004642,0.017998,0.008050,0.010752,0.018629,0.099590,0.001530,0.007402,0.010041,0.005250,0.003937,0.034223,0.045411,0.008223,0.262490,0.068007,0.025467,0.392745,0.019272,0.081066,2.319930,0.794562,0.614255,0.373071,0.431464,0.297823,0.258742,0.196741,0.251036,0.189737,0.167718,0.198225,0.198429,0.007745,0.005864,0.016125,0.009399,0.013589,0.024261,0.069985,0.002050,0.007823,0.010746,0.004531,0.004306,0.018428,sad male
0.045071,0.011149,2.718239,0.308804,0.272860,0.707528,0.007854,0.181677,-32.735997,1.518956,0.306278,0.167985,-0.074085,0.159255,0.173291,-0.056841,0.115522,-0.009138,-0.119844,-0.005699,0.008939,0.007467,0.002488,0.035792,0.007738,0.005544,0.005088,0.127563,0.000869,0.004011,0.007324,0.008433,0.003716,0.039324,0.044442,0.008707,0.314614,0.063852,0.026130,0.548930,0.005229,0.162889,2.106619,0.647729,0.448096,0.334828,0.252855,0.165014,0.205316,0.190167,0.191156,0.149099,0.119806,0.176718,0.145646,0.008336,0.002743,0.031560,0.011062,0.006395,0.005992,0.036735,0.001454,0.004307,0.008887,0.008554,0.004001,0.010255,sad male
0.063042,0.010014,2.832772,0.252152,0.235722,0.983594,0.034976,0.213875,-33.035468,2.019068,0.054002,0.143591,-0.259024,0.144909,0.043309,0.088798,0.069861,-0.005414,-0.033548,0.037324,0.041254,0.008931,0.006825,0.032471,0.014188,0.018111,0.011212,0.048281,0.001875,0.007835,0.011020,0.016398,0.007145,0.021361,0.045766,0.012584,0.380024,0.093017,0.046458,0.589480,0.061728,0.159266,2.938984,0.569026,0.543192,0.348405,0.415595,0.241572,0.227712,0.219876,0.213945,0.194544,0.158842,0.171053,0.167028,0.007483,0.011254,0.028325,0.016233,0.013108,0.011479,0.050310,0.002731,0.009235,0.011048,0.016026,0.012334,0.013652,sad male
0.062635,0.005863,2.667727,0.289814,0.239381,1.411902,0.036719,0.349776,-34.793144,1.601509,0.400518,0.324489,-0.120874,0.149886,0.137616,0.016012,0.076055,0.013972,0.051534,-0.073474,0.073109,0.010360,0.001911,0.045233,0.006501,0.007983,0.006516,0.042393,0.001232,0.003686,0.012081,0.033734,0.004734,0.021928,0.038748,0.007719,0.461222,0.100343,0.047280,0.690139,0.068655,0.202007,2.984858,0.568939,0.479199,0.280590,0.342852,0.244398,0.189512,0.212516,0.178682,0.184592,0.149325,0.166873,0.145595,0.009304,0.001866,0.032930,0.007537,0.004729,0.006052,0.027808,0.001441,0.003555,0.010949,0.026346,0.006111,0.011681,sad male
0.070566,0.010462,2.724911,0.275583,0.260266,0.701289,0.010441,0.154062,-33.198391,2.013757,0.400596,0.217729,0.101828,-0.013799,0.056887,0.020809,0.026928,0.090551,-0.066487,0.061374,0.067986,0.011432,0.002341,0.064688,0.013980,0.018504,0.005064,0.094872,0.000606,0.005555,0.002798,0.005970,0.003079,0.039174,0.068626,0.010711,0.385701,0.070268,0.033400,0.638273,0.009875,0.176081,2.665805,0.739085,0.467429,0.304147,0.309729,0.232873,0.239662,0.200468,0.201996,0.195826,0.216059,0.155907,0.157321,0.015748,0.004285,0.054084,0.015200,0.017542,0.005822,0.057208,0.000803,0.009599,0.003229,0.006007,0.004638,0.015548,sad male
0.059582,0.008550,2.663984,0.304435,0.257492,1.005778,0.006415,0.250271,-34.324411,1.768801,0.238471,0.162613,-0.070567,0.203725,0.109144,0.091850,0.022832,-0.017799,-0.022584,0.037522,-0.007289,0.010148,0.004953,0.050194,0.017401,0.009254,0.003972,0.113441,0.003864,0.002970,0.004866,0.012771,0.002877,0.040926,0.058364,0.009472,0.393712,0.085992,0.036351,0.814744,0.003932,0.246372,3.276005,0.705257,0.560294,0.386756,0.320095,0.240586,0.229400,0.213592,0.216205,0.182820,0.176798,0.162780,0.159080,0.013705,0.010127,0.033711,0.020743,0.006666,0.005013,0.070156,0.008151,0.004271,0.005093,0.013049,0.005002,0.020953,sad male
0.051515,0.005898,2.686501,0.243340,0.263590,0.345772,0.006788,0.043545,-34.950566,1.921420,0.317507,0.186400,-0.069505,0.156790,0.087331,0.116799,0.021304,0.082996,-0.006918,0.025666,-0.021676,0.004968,0.004582,0.064592,0.008524,0.014775,0.006286,0.181189,0.001196,0.003593,0.005548,0.008018,0.002931,0.056709,0.042701,0.006044,0.321587,0.071990,0.033137,0.313707,0.004398,0.059836,3.053717,0.674810,0.530248,0.387283,0.361256,0.279083,0.261207,0.204899,0.238762,0.164325,0.215545,0.167639,0.138339,0.007174,0.007045,0.054066,0.010208,0.016349,0.007949,0.080724,0.001923,0.005463,0.005615,0.007278,0.004274,0.019877,sad male
0.070887,0.006217,2.768132,0.224621,0.246551,0.536081,0.007737,0.085726,-34.022135,1.740390,0.305379,0.397118,-0.107242,-0.032613,0.314889,0.035508,0.055461,0.001600,0.154592,-0.064675,0.094449,0.009150,0.003292,0.069415,0.009345,0.015414,0.004230,0.113240,0.002561,0.003819,0.004652,0.014024,0.003193,0.041880,0.051477,0.008784,0.352033,0.059463,0.028751,0.406149,0.005849,0.091160,2.688212,0.662893,0.632436,0.294348,0.317822,0.292813,0.250296,0.250075,0.234588,0.177893,0.192960,0.215056,0.155106,0.012271,0.006178,0.046139,0.011479,0.014113,0.004469,0.051508,0.005122,0.004539,0.006046,0.014316,0.003744,0.014468,sad male
0.054648,0.008500,2.799135,0.278407,0.262745,0.783394,0.006588,0.214667,-33.560597,1.655397,0.186278,0.410109,-0.218953,0.151757,0.404710,-0.085161,0.247703,0.076876,-0.080380,-0.030107,0.066104,0.011277,0.001914,0.089913,0.007133,0.011010,0.004513,0.104916,0.001106,0.004988,0.006441,0.017022,0.006317,0.044810,0.033065,0.010990,0.225187,0.063689,0.029716,0.559758,0.005956,0.190773,2.187347,0.783177,0.439436,0.330218,0.279727,0.245946,0.210931,0.188304,0.196187,0.123369,0.195117,0.133854,0.158724,0.014627,0.001907,0.077470,0.006882,0.009660,0.005345,0.041808,0.001135,0.004286,0.008976,0.019764,0.007426,0.014684,sad male
0.077732,0.004122,2.688129,0.300842,0.246374,1.341575,0.003926,0.178533,-35.523077,1.772909,0.278353,0.110481,-0.059050,0.026109,0.160121,-0.109737,0.028322,-0.073756,-0.082808,0.005198,-0.109364,0.011881,0.006438,0.041673,0.008805,0.013773,0.008700,0.039273,0.003287,0.006101,0.008963,0.023278,0.004471,0.019467,0.059228,0.004831,0.317028,0.080774,0.032278,0.496353,0.003123,0.135511,2.777987,0.560360,0.605637,0.314799,0.420464,0.210651,0.251802,0.283858,0.193042,0.172479,0.149991,0.127201,0.166605,0.011177,0.008333,0.035681,0.008475,0.011490,0.008378,0.019288,0.005818,0.007972,0.007383,0.016279,0.005329,0.009585,sad male
0.075423,0.008747,2.756422,0.307809,0.238255,1.251827,0.015331,0.200377,-35.912100,1.503087,0.282241,0.213758,-0.110511,0.028012,0.106321,0.022061,0.054912,0.074057,-0.010966,0.065929,0.006146,0.005823,0.002589,0.033486,0.012527,0.024426,0.006756,0.048559,0.002697,0.004258,0.007660,0.011404,0.005431,0.020544,0.061721,0.010626,0.316043,0.104606,0.050224,0.633116,0.026349,0.156539,3.854192,0.596510,0.496068,0.291449,0.309312,0.187488,0.203864,0.189117,0.225461,0.159392,0.181459,0.181031,0.138916,0.006619,0.004050,0.023832,0.011990,0.021649,0.007358,0.034853,0.004395,0.006098,0.007459,0.009727,0.008159,0.011281,sad male
0.035198,0.009541,2.519290,0.330977,0.253064,1.332075,0.004235,0.183522,-36.882459,1.478550,0.341798,0.100712,-0.111281,-0.038365,0.235720,0.030665,-0.028183,0.045678,-0.001949,0.003747,0.059461,0.008219,0.003301,0.031320,0.010061,0.014767,0.004377,0.042753,0.002095,0.004313,0.006446,0.009521,0.005279,0.018188,0.038577,0.009505,0.374419,0.083703,0.030084,0.768201,0.002779,0.215276,3.607693,0.657810,0.541832,0.329576,0.364857,0.297715,0.352769,0.222135,0.237744,0.158619,0.186821,0.152749,0.168851,0.008608,0.005316,0.028491,0.009509,0.013079,0.004165,0.025964,0.003539,0.004139,0.006576,0.010008,0.009277,0.009375,sad male
0.057550,0.006799,2.946003,0.195300,0.224376,0.502227,0.023824,0.092750,-31.566145,1.979261,0.168300,0.136776,-0.206965,0.260114,0.125592,0.117173,0.025922,0.068396,-0.038556,0.026318,0.080614,0.006959,0.002333,0.019180,0.010163,0.019580,0.018212,0.090661,0.001315,0.007776,0.010646,0.016894,0.004659,0.033009,0.045223,0.007545,0.300499,0.068920,0.030575,0.395186,0.020672,0.083456,2.503988,0.631113,0.645326,0.288324,0.371302,0.270096,0.211027,0.236560,0.258034,0.194079,0.201875,0.184557,0.206266,0.008632,0.002905,0.018785,0.013239,0.019917,0.022030,0.048614,0.001853,0.009951,0.010312,0.012508,0.006557,0.012463,sad male
0.060514,0.007436,2.673905,0.269773,0.258844,0.597536,0.007448,0.137958,-31.677380,1.932600,0.251684,0.150184,-0.027064,0.218099,0.130144,-0.045271,0.133559,0.070467,-0.047165,0.006064,0.001046,0.005371,0.002563,0.041040,0.016648,0.015388,0.010630,0.112574,0.001857,0.004472,0.007869,0.011387,0.004990,0.038490,0.059205,0.006177,0.399939,0.054154,0.017595,0.531219,0.006433,0.166609,1.937222,0.816036,0.503689,0.352465,0.374801,0.230385,0.266843,0.247595,0.235285,0.155710,0.157639,0.153657,0.155629,0.005330,0.003608,0.036938,0.020692,0.014292,0.011611,0.046986,0.002289,0.005444,0.006663,0.009701,0.005607,0.013143,sad male
0.077826,0.014130,2.918077,0.237745,0.229483,0.988001,0.007325,0.214513,-31.350245,1.774117,0.129627,-0.053421,-0.266253,0.230022,0.066228,0.060639,-0.060667,0.047951,-0.076370,-0.007204,-0.016755,0.008933,0.006903,0.030095,0.016875,0.021497,0.015063,0.030892,0.003778,0.005952,0.011301,0.019165,0.008753,0.018807,0.044831,0.012025,0.322397,0.064007,0.026995,0.506638,0.004030,0.116272,2.415693,0.626465,0.703443,0.481456,0.466402,0.257906,0.290962,0.268286,0.252821,0.275180,0.223764,0.172907,0.153168,0.009113,0.012151,0.034525,0.019960,0.016135,0.014782,0.024750,0.005354,0.005573,0.010158,0.015928,0.011636,0.011815,sad male
0.057065,0.010129,2.605196,0.310450,0.267687,1.337165,0.004356,0.387500,-31.784023,2.010265,0.533448,0.363619,-0.047796,0.249746,0.222726,0.023437,0.125583,0.094176,0.082734,-0.087607,0.044049,0.008161,0.002226,0.050264,0.004624,0.007924,0.003895,0.060673,0.000915,0.002639,0.014457,0.057355,0.003154,0.029174,0.043084,0.006140,0.350862,0.057767,0.025812,0.583054,0.003030,0.158557,2.067868,0.726762,0.478266,0.242725,0.287709,0.224343,0.168188,0.193201,0.179623,0.163014,0.153862,0.165683,0.153311,0.008590,0.002312,0.032769,0.004250,0.006300,0.003939,0.042540,0.000454,0.002174,0.011747,0.040901,0.003568,0.013387,sad male
0.068862,0.012367,2.728795,0.280748,0.262962,0.637136,0.008269,0.137620,-33.651921,2.098372,0.509907,0.299439,0.128729,0.056743,0.154861,0.064650,0.061376,0.054378,-0.111464,0.024727,-0.003350,0.017668,0.001452,0.070721,0.009540,0.013221,0.004274,0.123044,0.000586,0.002681,0.003052,0.012011,0.003324,0.047703,0.057114,0.011202,0.344712,0.080153,0.034270,0.578831,0.006351,0.167155,2.713259,0.759433,0.517970,0.383122,0.314531,0.234021,0.225799,0.218017,0.189075,0.147579,0.188045,0.146850,0.159324,0.024592,0.002069,0.064338,0.011005,0.012424,0.005877,0.059724,0.000819,0.004281,0.004166,0.011616,0.006127,0.015683,sad male
0.069045,0.005847,2.700864,0.310305,0.255238,1.320395,0.006120,0.341446,-35.345915,1.673193,0.166762,0.128180,-0.150791,0.221409,0.140782,0.056449,0.025053,-0.028761,0.016869,0.023858,0.022581,0.010068,0.002958,0.039030,0.013819,0.012402,0.006440,0.072373,0.003209,0.005251,0.005188,0.016246,0.007595,0.028966,0.069324,0.007642,0.362611,0.081693,0.031180,0.671045,0.004274,0.187332,2.780232,0.662848,0.561058,0.364983,0.403706,0.258582,0.237461,0.214533,0.202227,0.182090,0.202432,0.159339,0.155115,0.013673,0.004333,0.028368,0.021835,0.008049,0.007062,0.052123,0.006889,0.008599,0.006194,0.017623,0.011793,0.013766,sad male
0.053151,0.005963,2.823792,0.206023,0.243929,0.376453,0.019394,0.069753,-33.024980,1.976918,0.153313,0.301987,-0.031259,0.153284,0.038513,-0.050726,0.013883,0.012509,-0.042917,-0.030055,-0.018676,0.005784,0.003083,0.079427,0.011224,0.023396,0.016790,0.138594,0.001944,0.004907,0.005446,0.008194,0.002506,0.052302,0.052805,0.007645,0.290007,0.069727,0.033672,0.469035,0.022844,0.114457,2.757206,0.763509,0.610819,0.308105,0.337349,0.321790,0.326696,0.323279,0.286641,0.214392,0.238218,0.166223,0.171769,0.006042,0.005139,0.067171,0.016160,0.031326,0.026264,0.082932,0.003123,0.006012,0.004455,0.006603,0.003006,0.018830,sad male
0.056136,0.006021,2.834483,0.213299,0.242566,0.474070,0.010122,0.065965,-34.363879,1.506682,0.114746,0.324099,-0.093899,-0.002782,0.393286,-0.029932,0.062539,-0.023858,0.064801,-0.045720,0.193552,0.008507,0.002395,0.051095,0.007719,0.012321,0.006218,0.119891,0.002447,0.003538,0.005257,0.011718,0.004704,0.041216,0.046207,0.009353,0.335131,0.064501,0.038832,0.440305,0.008705,0.076310,2.816198,0.745626,0.627795,0.349353,0.386911,0.260843,0.297743,0.285380,0.258509,0.206158,0.187621,0.180343,0.198397,0.010585,0.003991,0.048858,0.010118,0.014018,0.009265,0.061070,0.004951,0.004380,0.006563,0.014568,0.009679,0.015540,sad male
0.042174,0.012852,2.763517,0.246948,0.247906,0.522530,0.009255,0.129041,-32.511605,2.150384,0.348429,0.301662,0.015929,0.139996,0.331001,0.068560,0.054118,0.066293,0.030162,0.011920,0.060814,0.011662,0.001422,0.098624,0.014551,0.012109,0.006643,0.098519,0.002005,0.001758,0.003557,0.023520,0.005620,0.048871,0.048854,0.010556,0.276638,0.069145,0.033575,0.402095,0.006832,0.101700,2.588135,0.771834,0.572198,0.338815,0.352657,0.271903,0.228854,0.243378,0.273570,0.154608,0.196786,0.168780,0.189648,0.017180,0.001990,0.089937,0.016703,0.014721,0.007096,0.063590,0.003675,0.002753,0.004806,0.022679,0.008118,0.020335,sad male
0.065198,0.008115,2.520463,0.302627,0.248248,1.355071,0.004321,0.252533,-34.735833,1.772976,0.397818,0.195672,-0.117747,-0.034985,0.114273,-0.027731,0.078309,0.019229,-0.012432,0.021211,-0.080489,0.012880,0.002606,0.050628,0.010555,0.013356,0.007493,0.039540,0.002761,0.004771,0.012379,0.017218,0.011486,0.021748,0.049515,0.006352,0.369776,0.072772,0.033976,0.531976,0.003065,0.156121,3.092016,0.635657,0.590609,0.326696,0.426603,0.222931,0.290459,0.234335,0.228634,0.175302,0.153885,0.173156,0.151317,0.012757,0.002722,0.042795,0.011597,0.013101,0.007327,0.022511,0.005171,0.006053,0.014077,0.012805,0.016130,0.011701,sad male
0.068856,0.014914,2.767986,0.245428,0.211246,0.889416,0.017892,0.172921,-35.061886,1.558390,0.271667,0.224290,-0.095011,0.024922,0.122258,0.055092,0.037504,0.009478,-0.000469,0.057337,-0.017239,0.006818,0.002520,0.042118,0.012024,0.023790,0.005530,0.062654,0.001461,0.002261,0.010296,0.016614,0.004916,0.026144,0.050319,0.017643,0.421038,0.126119,0.063728,0.674807,0.036031,0.157749,3.828913,0.728929,0.481501,0.337055,0.371705,0.202666,0.227697,0.204541,0.206612,0.182667,0.191311,0.185285,0.147085,0.007087,0.003815,0.034015,0.009736,0.016805,0.005418,0.045772,0.001587,0.002055,0.011113,0.017308,0.009356,0.013959,sad male
0.042614,0.010613,2.596105,0.281462,0.245086,1.086726,0.008060,0.166641,-34.331008,1.775033,0.314246,0.114972,-0.115092,0.066172,0.158875,0.013374,-0.005832,0.058049,-0.026140,0.032516,0.056167,0.005595,0.003595,0.035731,0.017591,0.028021,0.008556,0.059807,0.001846,0.002878,0.005326,0.008350,0.004544,0.025739,0.043712,0.012208,0.444901,0.061779,0.028007,0.666688,0.005946,0.175278,3.017591,0.881118,0.525345,0.334873,0.354361,0.217688,0.311937,0.219418,0.217778,0.186814,0.163656,0.139551,0.188852,0.006558,0.004837,0.035567,0.018600,0.024092,0.013121,0.076421,0.002435,0.002290,0.005297,0.006882,0.006200,0.021979,sad male
0.079860,0.018260,2.828286,0.224006,0.223605,0.919810,0.010243,0.148028,-32.274151,1.647838,-0.174933,-0.101754,-0.561475,-0.116291,0.013459,-0.019798,-0.173659,0.034438,-0.233832,-0.118081,-0.125227,0.020086,0.007410,0.015726,0.010304,0.013090,0.012488,0.020629,0.003504,0.008586,0.017339,0.020229,0.013061,0.017727,0.042007,0.021789,0.499322,0.076852,0.037583,0.595541,0.008627,0.116039,3.233612,0.783295,0.643176,0.410056,0.488342,0.299785,0.390246,0.232156,0.306676,0.255837,0.287707,0.275271,0.254031,0.023819,0.011021,0.012032,0.011141,0.013949,0.016956,0.023414,0.004902,0.013239,0.018080,0.023197,0.018205,0.012031,sad male
